Id,Weekly_Sales
10_23_2013-01-25,15900.615350835651
10_23_2013-02-01,22808.221731457525
10_23_2013-02-08,25275.198749605297
10_23_2013-02-15,27105.09007154681
10_23_2013-02-22,22530.323936550754
10_23_2013-03-01,24073.972186323248
10_23_2013-03-08,25619.414543673214
10_23_2013-03-15,22552.532884291733
10_23_2013-03-22,21150.037885618724
10_23_2013-03-29,23555.444806042644
10_23_2013-04-05,21470.81155274853
10_23_2013-04-12,22276.729632479797
10_23_2013-04-19,18931.112324381025
10_23_2013-04-26,19044.52037811795
10_23_2013-05-03,12643.19327550097
10_23_2013-05-10,12855.096810887042
10_23_2013-05-17,12867.056423829621
10_23_2013-05-24,13405.413044304238
10_23_2013-05-31,13223.856890119869
10_23_2013-06-07,15894.023051390113
10_23_2013-06-14,14024.013011322886
10_23_2013-06-21,13898.633536813111
10_23_2013-06-28,15110.29796413994
10_23_2013-07-05,12657.185796465703
10_23_2013-07-12,13749.659759171336
10_23_2013-07-19,12387.964259353692
10_23_2013-07-26,13256.978182860523
10_24_2012-11-02,24593.22373904904
10_24_2012-11-09,24244.718606171937
10_24_2012-11-16,25816.59252211883
10_24_2012-11-23,38152.96419132916
10_24_2012-11-30,38275.939278590675
10_24_2012-12-07,32007.888975756407
10_24_2012-12-14,26176.914816673467
10_24_2012-12-21,21695.669931880686
10_24_2012-12-28,19714.26457585612
10_24_2013-01-04,14014.551525175924
10_24_2013-01-11,16805.44115182863
10_24_2013-01-18,14271.226436688503
10_24_2013-01-25,15900.615350835651
10_24_2013-02-01,22808.221731457525
10_24_2013-02-08,25275.198749605297
10_24_2013-02-15,27105.09007154681
10_24_2013-02-22,22530.323936550754
10_24_2013-03-01,24073.972186323248
10_24_2013-03-08,25619.414543673214
10_24_2013-03-15,22552.532884291733
10_24_2013-03-22,21150.037885618724
10_24_2013-03-29,23555.444806042644
10_24_2013-04-05,21470.81155274853
10_24_2013-04-12,22276.729632479797
10_24_2013-04-19,18931.112324381025
10_24_2013-04-26,19044.52037811795
10_24_2013-05-03,12643.19327550097
10_24_2013-05-10,12855.096810887042
10_24_2013-05-17,12867.056423829621
10_24_2013-05-24,13405.413044304238
10_24_2013-05-31,13223.856890119869
10_24_2013-06-07,15894.023051390113
10_24_2013-06-14,14024.013011322886
10_24_2013-06-21,13898.633536813111
10_24_2013-06-28,15110.29796413994
10_24_2013-07-05,12657.185796465703
10_24_2013-07-12,13749.659759171336
10_24_2013-07-19,12387.964259353692
10_24_2013-07-26,13256.978182860523
10_25_2012-11-02,24593.22373904904
10_25_2012-11-09,24244.718606171937
10_25_2012-11-16,25816.59252211883
10_25_2012-11-23,38152.96419132916
10_25_2012-11-30,38275.939278590675
10_25_2012-12-07,32007.888975756407
10_25_2012-12-14,26176.914816673467
10_25_2012-12-21,21695.669931880686
10_25_2012-12-28,19714.26457585612
10_25_2013-01-04,14014.551525175924
10_25_2013-01-11,16805.44115182863
10_25_2013-01-18,14271.226436688503
10_25_2013-01-25,15900.615350835651
10_25_2013-02-01,22808.221731457525
10_25_2013-02-08,25275.198749605297
10_25_2013-02-15,27105.09007154681
10_25_2013-02-22,22530.323936550754
10_25_2013-03-01,24073.972186323248
10_25_2013-03-08,25619.414543673214
10_25_2013-03-15,22552.532884291733
10_25_2013-03-22,21150.037885618724
10_25_2013-03-29,23555.444806042644
10_25_2013-04-05,21470.81155274853
10_25_2013-04-12,22276.729632479797
10_25_2013-04-19,18931.112324381025
10_25_2013-04-26,19044.52037811795
10_25_2013-05-03,12643.19327550097
10_25_2013-05-10,12855.096810887042
10_25_2013-05-17,12867.056423829621
10_25_2013-05-24,13405.413044304238
10_25_2013-05-31,13223.856890119869
10_25_2013-06-07,15894.023051390113
10_25_2013-06-14,14024.013011322886
10_25_2013-06-21,13898.633536813111
10_25_2013-06-28,15110.29796413994
10_25_2013-07-05,12657.185796465703
10_25_2013-07-12,13749.659759171336
10_25_2013-07-19,12387.964259353692
10_25_2013-07-26,13256.978182860523
10_26_2012-11-02,24593.22373904904
10_26_2012-11-09,24244.718606171937
10_26_2012-11-16,25816.59252211883
10_26_2012-11-23,38152.96419132916
10_26_2012-11-30,38275.939278590675
10_26_2012-12-07,32007.888975756407
10_26_2012-12-14,26176.914816673467
10_26_2012-12-21,21695.669931880686
10_26_2012-12-28,19714.26457585612
10_26_2013-01-04,14014.551525175924
10_26_2013-01-11,16805.44115182863
10_26_2013-01-18,14271.226436688503
10_26_2013-01-25,15900.615350835651
10_26_2013-02-01,22808.221731457525
10_26_2013-02-08,25275.198749605297
10_26_2013-02-15,27105.09007154681
10_26_2013-02-22,22530.323936550754
10_26_2013-03-01,24073.972186323248
10_26_2013-03-08,25619.414543673214
10_26_2013-03-15,22552.532884291733
10_26_2013-03-22,21150.037885618724
10_26_2013-03-29,23555.444806042644
10_26_2013-04-05,21470.81155274853
10_26_2013-04-12,22276.729632479797
10_26_2013-04-19,18931.112324381025
10_26_2013-04-26,19044.52037811795
10_26_2013-05-03,12643.19327550097
10_26_2013-05-10,12855.096810887042
10_26_2013-05-17,12867.056423829621
10_26_2013-05-24,13405.413044304238
10_26_2013-05-31,13223.856890119869
10_26_2013-06-07,15894.023051390113
10_26_2013-06-14,14024.013011322886
10_26_2013-06-21,13898.633536813111
10_26_2013-06-28,15110.29796413994
10_26_2013-07-05,12657.185796465703
10_26_2013-07-12,13749.659759171336
10_26_2013-07-19,12387.964259353692
10_26_2013-07-26,13256.978182860523
10_27_2012-11-02,24593.22373904904
10_27_2012-11-09,24244.718606171937
10_27_2012-11-16,25816.59252211883
10_27_2012-11-23,38152.96419132916
10_27_2012-11-30,38275.939278590675
10_27_2012-12-07,32007.888975756407
10_27_2012-12-14,26176.914816673467
10_27_2012-12-21,21695.669931880686
10_27_2012-12-28,19714.26457585612
10_27_2013-01-04,14014.551525175924
10_27_2013-01-11,16805.44115182863
10_27_2013-01-18,14271.226436688503
10_27_2013-01-25,15900.615350835651
10_27_2013-02-01,22808.221731457525
10_27_2013-02-08,25275.198749605297
10_27_2013-02-15,27105.09007154681
10_27_2013-02-22,22530.323936550754
10_27_2013-03-01,24073.972186323248
10_27_2013-03-08,25619.414543673214
10_27_2013-03-15,22552.532884291733
10_27_2013-03-22,21150.037885618724
10_27_2013-03-29,23555.444806042644
10_27_2013-04-05,21470.81155274853
10_27_2013-04-12,22276.729632479797
10_27_2013-04-19,18931.112324381025
10_27_2013-04-26,19044.52037811795
10_27_2013-05-03,12643.19327550097
10_27_2013-05-10,12855.096810887042
10_27_2013-05-17,12867.056423829621
10_27_2013-05-24,13405.413044304238
10_27_2013-05-31,13223.856890119869
10_27_2013-06-07,15894.023051390113
10_27_2013-06-14,14024.013011322886
10_27_2013-06-21,13898.633536813111
10_27_2013-06-28,15110.29796413994
10_27_2013-07-05,12657.185796465703
10_27_2013-07-12,13749.659759171336
10_27_2013-07-19,12387.964259353692
10_27_2013-07-26,13256.978182860523
10_28_2012-11-02,24593.22373904904
10_28_2012-11-09,24244.718606171937
10_28_2012-11-16,25816.59252211883
10_28_2012-11-23,38152.96419132916
10_28_2012-11-30,38275.939278590675
10_28_2012-12-07,32007.888975756407
10_28_2012-12-14,26176.914816673467
10_28_2012-12-21,21695.669931880686
10_28_2012-12-28,19714.26457585612
10_28_2013-01-04,14014.551525175924
10_28_2013-01-11,16805.44115182863
10_28_2013-01-18,14271.226436688503
10_28_2013-01-25,15900.615350835651
10_28_2013-02-01,22808.221731457525
10_28_2013-02-08,25275.198749605297
10_28_2013-02-15,27105.09007154681
10_28_2013-02-22,22530.323936550754
10_28_2013-03-01,24073.972186323248
10_28_2013-03-08,25619.414543673214
10_28_2013-03-15,22552.532884291733
10_28_2013-03-22,21150.037885618724
10_28_2013-03-29,23555.444806042644
10_28_2013-04-05,21470.81155274853
10_28_2013-04-12,22276.729632479797
10_28_2013-04-19,18931.112324381025
10_28_2013-04-26,19044.52037811795
10_28_2013-05-03,12643.19327550097
10_28_2013-05-10,12855.096810887042
10_28_2013-05-17,12867.056423829621
10_28_2013-05-24,13405.413044304238
10_28_2013-05-31,13223.856890119869
10_28_2013-06-07,15894.023051390113
10_28_2013-06-14,14024.013011322886
10_28_2013-06-21,13898.633536813111
10_28_2013-06-28,15110.29796413994
10_28_2013-07-05,12657.185796465703
10_28_2013-07-12,13749.659759171336
10_28_2013-07-19,12387.964259353692
10_28_2013-07-26,13256.978182860523
10_29_2012-11-02,24593.22373904904
10_29_2012-11-09,24244.718606171937
10_29_2012-11-16,25816.59252211883
10_29_2012-11-23,38152.96419132916
10_29_2012-11-30,38275.939278590675
10_29_2012-12-07,32007.888975756407
10_29_2012-12-14,26176.914816673467
10_29_2012-12-21,21695.669931880686
10_29_2012-12-28,19714.26457585612
10_29_2013-01-04,14014.551525175924
10_29_2013-01-11,16805.44115182863
10_29_2013-01-18,14271.226436688503
10_29_2013-01-25,15900.615350835651
10_29_2013-02-01,22808.221731457525
10_29_2013-02-08,25275.198749605297
10_29_2013-02-15,27105.09007154681
10_29_2013-02-22,22530.323936550754
10_29_2013-03-01,24073.972186323248
10_29_2013-03-08,25619.414543673214
10_29_2013-03-15,22552.532884291733
10_29_2013-03-22,21150.037885618724
10_29_2013-03-29,23555.444806042644
10_29_2013-04-05,21470.81155274853
10_29_2013-04-12,22276.729632479797
10_29_2013-04-19,18931.112324381025
10_29_2013-04-26,19044.52037811795
10_29_2013-05-03,12643.19327550097
10_29_2013-05-10,12855.096810887042
10_29_2013-05-17,12867.056423829621
10_29_2013-05-24,13405.413044304238
10_29_2013-05-31,13223.856890119869
10_29_2013-06-07,15894.023051390113
10_29_2013-06-14,14024.013011322886
10_29_2013-06-21,13898.633536813111
10_29_2013-06-28,15110.29796413994
10_29_2013-07-05,12657.185796465703
10_29_2013-07-12,13749.659759171336
10_29_2013-07-19,12387.964259353692
10_29_2013-07-26,13256.978182860523
10_30_2012-11-02,24593.22373904904
10_30_2012-11-09,24244.718606171937
10_30_2012-11-16,25816.59252211883
10_30_2012-11-23,38152.96419132916
10_30_2012-11-30,38275.939278590675
10_30_2012-12-07,32007.888975756407
10_30_2012-12-14,26176.914816673467
10_30_2012-12-21,21695.669931880686
10_30_2012-12-28,19714.26457585612
10_30_2013-01-04,14014.551525175924
10_30_2013-01-11,16805.44115182863
10_30_2013-01-18,14271.226436688503
10_30_2013-01-25,15900.615350835651
10_30_2013-02-01,22808.221731457525
10_30_2013-02-08,25275.198749605297
10_30_2013-02-15,27105.09007154681
10_30_2013-02-22,22530.323936550754
10_30_2013-03-01,24073.972186323248
10_30_2013-03-08,25619.414543673214
10_30_2013-03-15,22552.532884291733
10_30_2013-03-22,21150.037885618724
10_30_2013-03-29,23555.444806042644
10_30_2013-04-05,21470.81155274853
10_30_2013-04-12,22276.729632479797
10_30_2013-04-19,18931.112324381025
10_30_2013-04-26,19044.52037811795
10_30_2013-05-03,12643.19327550097
10_30_2013-05-10,12855.096810887042
10_30_2013-05-17,12867.056423829621
10_30_2013-05-24,13405.413044304238
10_30_2013-05-31,13223.856890119869
10_30_2013-06-07,15894.023051390113
10_30_2013-06-14,14024.013011322886
10_30_2013-06-21,13898.633536813111
10_30_2013-06-28,15110.29796413994
10_30_2013-07-05,12657.185796465703
10_30_2013-07-12,13749.659759171336
10_30_2013-07-19,12387.964259353692
10_30_2013-07-26,13256.978182860523
10_31_2012-11-02,24593.22373904904
10_31_2012-11-09,24244.718606171937
10_31_2012-11-16,25816.59252211883
10_31_2012-11-23,38152.96419132916
10_31_2012-11-30,38275.939278590675
10_31_2012-12-07,32007.888975756407
10_31_2012-12-14,26176.914816673467
10_31_2012-12-21,21695.669931880686
10_31_2012-12-28,19714.26457585612
10_31_2013-01-04,14014.551525175924
10_31_2013-01-11,16805.44115182863
10_31_2013-01-18,14271.226436688503
10_31_2013-01-25,15900.615350835651
10_31_2013-02-01,22808.221731457525
10_31_2013-02-08,25275.198749605297
10_31_2013-02-15,27105.09007154681
10_31_2013-02-22,22530.323936550754
10_31_2013-03-01,24073.972186323248
10_31_2013-03-08,25619.414543673214
10_31_2013-03-15,22552.532884291733
10_31_2013-03-22,21150.037885618724
10_31_2013-03-29,23555.444806042644
10_31_2013-04-05,21470.81155274853
10_31_2013-04-12,22276.729632479797
10_31_2013-04-19,18931.112324381025
10_31_2013-04-26,19044.52037811795
10_31_2013-05-03,12643.19327550097
10_31_2013-05-10,12855.096810887042
10_31_2013-05-17,12867.056423829621
10_31_2013-05-24,13405.413044304238
10_31_2013-05-31,13223.856890119869
10_31_2013-06-07,15894.023051390113
10_31_2013-06-14,14024.013011322886
10_31_2013-06-21,13898.633536813111
10_31_2013-06-28,15110.29796413994
10_31_2013-07-05,12657.185796465703
10_31_2013-07-12,13749.659759171336
10_31_2013-07-19,12387.964259353692
10_31_2013-07-26,13256.978182860523
10_32_2012-11-02,24593.22373904904
10_32_2012-11-09,24244.718606171937
10_32_2012-11-16,25816.59252211883
10_32_2012-11-23,38152.96419132916
10_32_2012-11-30,38275.939278590675
10_32_2012-12-07,32007.888975756407
10_32_2012-12-14,26176.914816673467
10_32_2012-12-21,21695.669931880686
10_32_2012-12-28,19714.26457585612
10_32_2013-01-04,14014.551525175924
10_32_2013-01-11,16805.44115182863
10_32_2013-01-18,14271.226436688503
10_32_2013-01-25,15900.615350835651
10_32_2013-02-01,22808.221731457525
10_32_2013-02-08,25275.198749605297
10_32_2013-02-15,27105.09007154681
10_32_2013-02-22,22530.323936550754
10_32_2013-03-01,24073.972186323248
10_32_2013-03-08,25619.414543673214
10_32_2013-03-15,22552.532884291733
10_32_2013-03-22,21150.037885618724
10_32_2013-03-29,23555.444806042644
10_32_2013-04-05,21470.81155274853
10_32_2013-04-12,22276.729632479797
10_32_2013-04-19,18931.112324381025
10_32_2013-04-26,19044.52037811795
10_32_2013-05-03,12643.19327550097
10_32_2013-05-10,12855.096810887042
10_32_2013-05-17,12867.056423829621
10_32_2013-05-24,13405.413044304238
10_32_2013-05-31,13223.856890119869
10_32_2013-06-07,15894.023051390113
10_32_2013-06-14,14024.013011322886
10_32_2013-06-21,13898.633536813111
10_32_2013-06-28,15110.29796413994
10_32_2013-07-05,12657.185796465703
10_32_2013-07-12,13749.659759171336
10_32_2013-07-19,12387.964259353692
10_32_2013-07-26,13256.978182860523
10_33_2012-11-02,24593.22373904904
10_33_2012-11-09,24244.718606171937
10_33_2012-11-16,25816.59252211883
10_33_2012-11-23,38152.96419132916
10_33_2012-11-30,38275.939278590675
10_33_2012-12-07,32007.888975756407
10_33_2012-12-14,26176.914816673467
10_33_2012-12-21,21695.669931880686
10_33_2012-12-28,19714.26457585612
10_33_2013-01-04,14014.551525175924
10_33_2013-01-11,16805.44115182863
10_33_2013-01-18,14271.226436688503
10_33_2013-01-25,15900.615350835651
10_33_2013-02-01,22808.221731457525
10_33_2013-02-08,25275.198749605297
10_33_2013-02-15,27105.09007154681
10_33_2013-02-22,22530.323936550754
10_33_2013-03-01,24073.972186323248
10_33_2013-03-08,25619.414543673214
10_33_2013-03-15,22552.532884291733
10_33_2013-03-22,21150.037885618724
10_33_2013-03-29,23555.444806042644
10_33_2013-04-05,21470.81155274853
10_33_2013-04-12,22276.729632479797
10_33_2013-04-19,18931.112324381025
10_33_2013-04-26,19044.52037811795
10_33_2013-05-03,12643.19327550097
10_33_2013-05-10,12855.096810887042
10_33_2013-05-17,12867.056423829621
10_33_2013-05-24,13405.413044304238
10_33_2013-05-31,13223.856890119869
10_33_2013-06-07,15894.023051390113
10_33_2013-06-14,14024.013011322886
10_33_2013-06-21,13898.633536813111
10_33_2013-06-28,15110.29796413994
10_33_2013-07-05,12657.185796465703
10_33_2013-07-12,13749.659759171336
10_33_2013-07-19,12387.964259353692
10_33_2013-07-26,13256.978182860523
10_34_2012-11-02,24593.22373904904
10_34_2012-11-09,24244.718606171937
10_34_2012-11-16,25816.59252211883
10_34_2012-11-23,38152.96419132916
10_34_2012-11-30,38275.939278590675
10_34_2012-12-07,32007.888975756407
10_34_2012-12-14,26176.914816673467
10_34_2012-12-21,21695.669931880686
10_34_2012-12-28,19714.26457585612
10_34_2013-01-04,14014.551525175924
10_34_2013-01-11,16805.44115182863
10_34_2013-01-18,14271.226436688503
10_34_2013-01-25,15900.615350835651
10_34_2013-02-01,22808.221731457525
10_34_2013-02-08,25275.198749605297
10_34_2013-02-15,27105.09007154681
10_34_2013-02-22,22530.323936550754
10_34_2013-03-01,24073.972186323248
10_34_2013-03-08,25619.414543673214
10_34_2013-03-15,22552.532884291733
10_34_2013-03-22,21150.037885618724
10_34_2013-03-29,23555.444806042644
10_34_2013-04-05,21470.81155274853
10_34_2013-04-12,22276.729632479797
10_34_2013-04-19,18931.112324381025
10_34_2013-04-26,19044.52037811795
10_34_2013-05-03,12643.19327550097
10_34_2013-05-10,12855.096810887042
10_34_2013-05-17,12867.056423829621
10_34_2013-05-24,13405.413044304238
10_34_2013-05-31,13223.856890119869
10_34_2013-06-07,15894.023051390113
10_34_2013-06-14,14024.013011322886
10_34_2013-06-21,13898.633536813111
10_34_2013-06-28,15110.29796413994
10_34_2013-07-05,12657.185796465703
10_34_2013-07-12,13749.659759171336
10_34_2013-07-19,12387.964259353692
10_34_2013-07-26,13256.978182860523
10_35_2012-11-02,24593.22373904904
10_35_2012-11-09,24244.718606171937
10_35_2012-11-16,25816.59252211883
10_35_2012-11-23,38152.96419132916
10_35_2012-11-30,38275.939278590675
10_35_2012-12-07,32007.888975756407
10_35_2012-12-14,26176.914816673467
10_35_2012-12-21,21695.669931880686
10_35_2012-12-28,19714.26457585612
10_35_2013-01-04,14014.551525175924
10_35_2013-01-11,16805.44115182863
10_35_2013-01-18,14271.226436688503
10_35_2013-01-25,15900.615350835651
10_35_2013-02-01,22808.221731457525
10_35_2013-02-08,25275.198749605297
10_35_2013-02-15,27105.09007154681
10_35_2013-02-22,22530.323936550754
10_35_2013-03-01,24073.972186323248
10_35_2013-03-08,25619.414543673214
10_35_2013-03-15,22552.532884291733
10_35_2013-03-22,21150.037885618724
10_35_2013-03-29,23555.444806042644
10_35_2013-04-05,21470.81155274853
10_35_2013-04-12,22276.729632479797
10_35_2013-04-19,18931.112324381025
10_35_2013-04-26,19044.52037811795
10_35_2013-05-03,12643.19327550097
10_35_2013-05-10,12855.096810887042
10_35_2013-05-17,12867.056423829621
10_35_2013-05-24,13405.413044304238
10_35_2013-05-31,13223.856890119869
10_35_2013-06-07,15894.023051390113
10_35_2013-06-14,14024.013011322886
10_35_2013-06-21,13898.633536813111
10_35_2013-06-28,15110.29796413994
10_35_2013-07-05,12657.185796465703
10_35_2013-07-12,13749.659759171336
10_35_2013-07-19,12387.964259353692
10_35_2013-07-26,13256.978182860523
10_36_2012-11-02,24593.22373904904
10_36_2012-11-09,24244.718606171937
10_36_2012-11-16,25816.59252211883
10_36_2012-11-23,38152.96419132916
10_36_2012-11-30,38275.939278590675
10_36_2012-12-07,32007.888975756407
10_36_2012-12-14,26176.914816673467
10_36_2012-12-21,21695.669931880686
10_36_2012-12-28,19714.26457585612
10_36_2013-01-04,14014.551525175924
10_36_2013-01-11,16805.44115182863
10_36_2013-01-18,14271.226436688503
10_36_2013-01-25,15900.615350835651
10_36_2013-02-01,22808.221731457525
10_36_2013-02-08,25275.198749605297
10_36_2013-02-15,27105.09007154681
10_36_2013-02-22,22530.323936550754
10_36_2013-03-01,24073.972186323248
10_36_2013-03-08,25619.414543673214
10_36_2013-03-15,22552.532884291733
10_36_2013-03-22,21150.037885618724
10_36_2013-03-29,23555.444806042644
10_36_2013-04-05,21470.81155274853
10_36_2013-04-12,22276.729632479797
10_36_2013-04-19,18931.112324381025
10_36_2013-04-26,19044.52037811795
10_36_2013-05-03,12643.19327550097
10_36_2013-05-10,12855.096810887042
10_36_2013-05-17,12867.056423829621
10_36_2013-05-24,13405.413044304238
10_36_2013-05-31,13223.856890119869
10_36_2013-06-07,15894.023051390113
10_36_2013-06-14,14024.013011322886
10_36_2013-06-21,13898.633536813111
10_36_2013-06-28,15110.29796413994
10_36_2013-07-05,12657.185796465703
10_36_2013-07-12,13749.659759171336
10_36_2013-07-19,12387.964259353692
10_36_2013-07-26,13256.978182860523
10_37_2012-11-02,24593.22373904904
10_37_2012-11-09,24244.718606171937
10_37_2012-11-16,25816.59252211883
10_37_2012-11-23,38152.96419132916
10_37_2012-11-30,38275.939278590675
10_37_2012-12-07,32007.888975756407
10_37_2012-12-14,26176.914816673467
10_37_2012-12-21,21695.669931880686
10_37_2012-12-28,19714.26457585612
10_37_2013-01-04,14014.551525175924
10_37_2013-01-11,16805.44115182863
10_37_2013-01-18,14271.226436688503
10_37_2013-01-25,15900.615350835651
10_37_2013-02-01,22808.221731457525
10_37_2013-02-08,25275.198749605297
10_37_2013-02-15,27105.09007154681
10_37_2013-02-22,22530.323936550754
10_37_2013-03-01,24073.972186323248
10_37_2013-03-08,25619.414543673214
10_37_2013-03-15,22552.532884291733
10_37_2013-03-22,21150.037885618724
10_37_2013-03-29,23555.444806042644
10_37_2013-04-05,21470.81155274853
10_37_2013-04-12,22276.729632479797
10_37_2013-04-19,18931.112324381025
10_37_2013-04-26,19044.52037811795
10_37_2013-05-03,12643.19327550097
10_37_2013-05-10,12855.096810887042
10_37_2013-05-17,12867.056423829621
10_37_2013-05-24,13405.413044304238
10_37_2013-05-31,13223.856890119869
10_37_2013-06-07,15894.023051390113
10_37_2013-06-14,14024.013011322886
10_37_2013-06-21,13898.633536813111
10_37_2013-06-28,15110.29796413994
10_37_2013-07-05,12657.185796465703
10_37_2013-07-12,13749.659759171336
10_37_2013-07-19,12387.964259353692
10_37_2013-07-26,13256.978182860523
10_38_2012-11-02,24593.22373904904
10_38_2012-11-09,24244.718606171937
10_38_2012-11-16,25816.59252211883
10_38_2012-11-23,38152.96419132916
10_38_2012-11-30,38275.939278590675
10_38_2012-12-07,32007.888975756407
10_38_2012-12-14,26176.914816673467
10_38_2012-12-21,21695.669931880686
10_38_2012-12-28,19714.26457585612
10_38_2013-01-04,14014.551525175924
10_38_2013-01-11,16805.44115182863
10_38_2013-01-18,14271.226436688503
10_38_2013-01-25,15900.615350835651
10_38_2013-02-01,22808.221731457525
10_38_2013-02-08,25275.198749605297
10_38_2013-02-15,27105.09007154681
10_38_2013-02-22,22530.323936550754
10_38_2013-03-01,24073.972186323248
10_38_2013-03-08,25619.414543673214
10_38_2013-03-15,22552.532884291733
10_38_2013-03-22,21150.037885618724
10_38_2013-03-29,23555.444806042644
10_38_2013-04-05,21470.81155274853
10_38_2013-04-12,22276.729632479797
10_38_2013-04-19,18931.112324381025
10_38_2013-04-26,19044.52037811795
10_38_2013-05-03,12643.19327550097
10_38_2013-05-10,12855.096810887042
10_38_2013-05-17,12867.056423829621
10_38_2013-05-24,13405.413044304238
10_38_2013-05-31,13223.856890119869
10_38_2013-06-07,15894.023051390113
10_38_2013-06-14,14024.013011322886
10_38_2013-06-21,13898.633536813111
10_38_2013-06-28,15110.29796413994
10_38_2013-07-05,12657.185796465703
10_38_2013-07-12,13749.659759171336
10_38_2013-07-19,12387.964259353692
10_38_2013-07-26,13256.978182860523
10_40_2012-11-02,24593.22373904904
10_40_2012-11-09,24244.718606171937
10_40_2012-11-16,25816.59252211883
10_40_2012-11-23,38152.96419132916
10_40_2012-11-30,38275.939278590675
10_40_2012-12-07,32007.888975756407
10_40_2012-12-14,26176.914816673467
10_40_2012-12-21,21695.669931880686
10_40_2012-12-28,19714.26457585612
10_40_2013-01-04,14014.551525175924
10_40_2013-01-11,16805.44115182863
10_40_2013-01-18,14271.226436688503
10_40_2013-01-25,15900.615350835651
10_40_2013-02-01,22808.221731457525
10_40_2013-02-08,25275.198749605297
10_40_2013-02-15,27105.09007154681
10_40_2013-02-22,22530.323936550754
10_40_2013-03-01,24073.972186323248
10_40_2013-03-08,25619.414543673214
10_40_2013-03-15,22552.532884291733
10_40_2013-03-22,21150.037885618724
10_40_2013-03-29,23555.444806042644
10_40_2013-04-05,21470.81155274853
10_40_2013-04-12,22276.729632479797
10_40_2013-04-19,18931.112324381025
10_40_2013-04-26,19044.52037811795
10_40_2013-05-03,12643.19327550097
10_40_2013-05-10,12855.096810887042
10_40_2013-05-17,12867.056423829621
10_40_2013-05-24,13405.413044304238
10_40_2013-05-31,13223.856890119869
10_40_2013-06-07,15894.023051390113
10_40_2013-06-14,14024.013011322886
10_40_2013-06-21,13898.633536813111
10_40_2013-06-28,15110.29796413994
10_40_2013-07-05,12657.185796465703
10_40_2013-07-12,13749.659759171336
10_40_2013-07-19,12387.964259353692
10_40_2013-07-26,13256.978182860523
10_41_2012-11-02,24593.22373904904
10_41_2012-11-09,24244.718606171937
10_41_2012-11-16,25816.59252211883
10_41_2012-11-23,38152.96419132916
10_41_2012-11-30,38275.939278590675
10_41_2012-12-07,32007.888975756407
10_41_2012-12-14,26176.914816673467
10_41_2012-12-21,21695.669931880686
10_41_2012-12-28,19714.26457585612
10_41_2013-01-04,14014.551525175924
10_41_2013-01-11,16805.44115182863
10_41_2013-01-18,14271.226436688503
10_41_2013-01-25,15900.615350835651
10_41_2013-02-01,22808.221731457525
10_41_2013-02-08,25275.198749605297
10_41_2013-02-15,27105.09007154681
10_41_2013-02-22,22530.323936550754
10_41_2013-03-01,24073.972186323248
10_41_2013-03-08,25619.414543673214
10_41_2013-03-15,22552.532884291733
10_41_2013-03-22,21150.037885618724
10_41_2013-03-29,23555.444806042644
10_41_2013-04-05,21470.81155274853
10_41_2013-04-12,22276.729632479797
10_41_2013-04-19,18931.112324381025
10_41_2013-04-26,19044.52037811795
10_41_2013-05-03,12643.19327550097
10_41_2013-05-10,12855.096810887042
10_41_2013-05-17,12867.056423829621
10_41_2013-05-24,13405.413044304238
10_41_2013-05-31,13223.856890119869
10_41_2013-06-07,15894.023051390113
10_41_2013-06-14,14024.013011322886
10_41_2013-06-21,13898.633536813111
10_41_2013-06-28,15110.29796413994
10_41_2013-07-05,12657.185796465703
10_41_2013-07-12,13749.659759171336
10_41_2013-07-19,12387.964259353692
10_41_2013-07-26,13256.978182860523
10_42_2012-11-02,24593.22373904904
10_42_2012-11-09,24244.718606171937
10_42_2012-11-16,25816.59252211883
10_42_2012-11-23,38152.96419132916
10_42_2012-11-30,38275.939278590675
10_42_2012-12-07,32007.888975756407
10_42_2012-12-14,26176.914816673467
10_42_2012-12-21,21695.669931880686
10_42_2012-12-28,19714.26457585612
10_42_2013-01-04,14014.551525175924
10_42_2013-01-11,16805.44115182863
10_42_2013-01-18,14271.226436688503
10_42_2013-01-25,15900.615350835651
10_42_2013-02-01,22808.221731457525
10_42_2013-02-08,25275.198749605297
10_42_2013-02-15,27105.09007154681
10_42_2013-02-22,22530.323936550754
10_42_2013-03-01,24073.972186323248
10_42_2013-03-08,25619.414543673214
10_42_2013-03-15,22552.532884291733
10_42_2013-03-22,21150.037885618724
10_42_2013-03-29,23555.444806042644
10_42_2013-04-05,21470.81155274853
10_42_2013-04-12,22276.729632479797
10_42_2013-04-19,18931.112324381025
10_42_2013-04-26,19044.52037811795
10_42_2013-05-03,12643.19327550097
10_42_2013-05-10,12855.096810887042
10_42_2013-05-17,12867.056423829621
10_42_2013-05-24,13405.413044304238
10_42_2013-05-31,13223.856890119869
10_42_2013-06-07,15894.023051390113
10_42_2013-06-14,14024.013011322886
10_42_2013-06-21,13898.633536813111
10_42_2013-06-28,15110.29796413994
10_42_2013-07-05,12657.185796465703
10_42_2013-07-12,13749.659759171336
10_42_2013-07-19,12387.964259353692
10_42_2013-07-26,13256.978182860523
10_44_2012-11-02,24593.22373904904
10_44_2012-11-09,24244.718606171937
10_44_2012-11-16,25816.59252211883
10_44_2012-11-23,38152.96419132916
10_44_2012-11-30,38275.939278590675
10_44_2012-12-07,32007.888975756407
10_44_2012-12-14,26176.914816673467
